input,output
Museum exhibit glow,The sight of a single spotlight illuminating a rare artifact
Museum exhibit glow,The smell of dust and old books
Museum exhibit glow,The smell of dust and old paper
Museum exhibit glow,The soft glow of the spotlights illuminating the artifacts
Museum exhibit glow,The sound of a guard's footsteps echoing through the empty halls
Museum exhibit glow,The sound of a school group of children whispering excitedly as they walk past an exhibit
Museum exhibit glow,The sound of a school group of children whispering excitedly as they walk through the exhibit
Museum exhibit glow,The sound of a security guard's footsteps echoing down the hallway
Museum exhibit glow,The sound of a tour guide's voice echoing through the cavernous space
Museum exhibit glow,The sound of footsteps echoing in the empty hallway
Museum exhibit glow,The sound of hushed voices as visitors admire the exhibits
Museum exhibit glow,The sound of your own footsteps echoing in the silence
Museum exhibit glow,The taste of stale museum coffee
Museum exhibit glow,The warm glow of the spotlights illuminating a rare artifact
Mushroom on a log,"A delicate, lacy pattern"
Mushroom on a log,"A dewy, silvery sheen"
Mushroom on a log,"A dry, woody surface"
Mushroom on a log,"A soft, spongy cap"
Mushroom on a log,"The feeling of cool, moist moss beneath your feet"
Mushroom on a log,"The feeling of the cool, damp moss on your fingers as you pick the mushroom"
Mushroom on a log,"The mushroom's cap is a deep, dark purple that almost looks black in the dim light. The gills on the underside of the cap are a pale pink color. The mushroom's stem is thick and sturdy, and it is covered in a fine layer of white fuzz. The mushroom smells earthy and slightly sweet."
Mushroom on a log,"The smooth, spongy texture of the mushroom"
Mushroom on a log,"The taste of the mushroom, which is both bitter and delicious"
Mushroom on a log,"The taste of the mushroom, which is slightly bitter but also earthy and delicious"
Mushroom on a log,A dewdrop glistening on the tip
Mushroom on a log,A faint smell of decay
Mushroom on a log,A musty smell
Mushroom on a log,A spider crawling across the underside of the mushroom
Mushroom on a log,A spongy texture
Mushroom on a log,A woody stem
Mushroom on a log,The damp feeling of the moss on the log
Mushroom on a log,The earthy smell of the forest floor
Mushroom on a log,The earthy smell of the mushroom
Mushroom on a log,The musty smell of damp wood
Mushroom on a log,The sight of a deer drinking from a nearby stream
Mushroom on a log,The sight of a deer grazing on leaves nearby
Mushroom on a log,The sight of a deer nibbling on the mushroom
Mushroom on a log,The sight of sunlight filtering through the trees
Mushroom on a log,The sight of the bright orange cap of the mushroom against the dark green of the leaves
Mushroom on a log,The sound of a bird chirping in the distance
Mushroom on a log,The sound of a squirrel scampering through the leaves
Mushroom on a log,The sound of birds chirping in the distance
Mushroom on a log,The sound of the wind rustling through the leaves
Mushroom on a log,The spongy texture of the mushroom cap
Mushroom on a log,The taste of a fresh mushroom on a piece of toast
Mushroom on a log,The taste of the mushroom on a cracker
Music pulsing,A DJ mixing tracks
Music pulsing,A spotlight shining on the lead singer
Music pulsing,People dancing in a frenzy
Music pulsing,The bass thumping so loudly that you can feel it in your chest
Music pulsing,The bass thumps in your chest and makes your body vibrate
Music pulsing,The bass vibrates in your chest
Music pulsing,The bass vibrating the floor
Music pulsing,The bass vibrating through your chest
Music pulsing,The bass vibrating your chest
Music pulsing,The beat is so fast that it's hard to keep track of it
Music pulsing,The beat is so loud that you can feel it in your bones
Music pulsing,The beat making your heart race
Music pulsing,The beat of the drums making your head bop
Music pulsing,The feeling of being surrounded by people who are all feeling the same energy
Music pulsing,The feeling of the crowd pushing you around
Music pulsing,The flashing lights of the stage
Music pulsing,The lights flashing in time with the beat
Music pulsing,The lights flashing in time with the music
Music pulsing,The melody making you want to dance
Music pulsing,The music is so loud that it's hard to hear anything else
Music pulsing,The smell of sweat and alcohol in the air
Music pulsing,The smell of sweat and beer
Music pulsing,The smell of sweat and body odor
Music pulsing,The sound of a thousand people singing along
Music pulsing,The sound of people shouting over the music
Music pulsing,The sound of the crowd cheering and singing along
Music pulsing,The sound of the drums echoing through the room
Music pulsing,The taste of a cheap beer
Music pulsing,You can't help but dance
Music pulsing,You feel like you're going to lose control of your body
Music pulsing,Your entire body feels like it's moving to the music
Music venue ahead,"A bright red neon sign that says ""Live Music Tonight!"""
Music venue ahead,"A line of people waiting outside, smoking cigarettes and talking excitedly"
Music venue ahead,"A line of people waiting to get in, all dressed in black"
Music venue ahead,"A line of people waiting to get in, all wearing black"
Music venue ahead,A bar selling overpriced drinks
Music venue ahead,A bartender pouring drinks and yelling orders over the music
Music venue ahead,A bouncer checking IDs at the door
Music venue ahead,A bright marquee advertising the band that is playing
Music venue ahead,A bright marquee advertising the band that's playing
Music venue ahead,A bright marquee sign advertising the band that's playing
Music venue ahead,A bright marquee sign announcing the name of the band playing
Music venue ahead,A dimly lit room with a stage at the far end
Music venue ahead,A line of people waiting to get in
Music venue ahead,A long line of people waiting to get in
Music venue ahead,The feel of a warm beer in your hand
Music venue ahead,The roar of the crowd as the band takes the stage
Music venue ahead,The sight of people dancing wildly
Music venue ahead,The smell of beer and sweat
Music venue ahead,The smell of spilled beer and body odor
Music venue ahead,The smell of stale beer and sweat
Music venue ahead,The smell of sweat and beer
Music venue ahead,The sound of a band tuning up inside
